Pla,Loc,Track,Going,Dist,Draw,JW,AW,Time,WOdd,Class
1,1,0,1,1650,8,116,1160,100.1,6,4
2,1,0,1,1650,3,121,1084,100.1,6,4
3,1,0,1,1650,2,128,1016,100.18,7.1,4
4,1,0,1,1650,10,120,979,100.23,17,4
5,1,0,1,1650,7,127,1093,100.24,17,4
6,1,0,1,1650,12,122,1110,100.39,8.5,4
7,1,0,1,1650,4,133,1081,100.68,5.9,4
8,1,0,1,1650,1,115,1142,100.72,8.2,4
9,1,0,1,1650,5,113,1048,101.39,6.1,4
10,1,0,1,1650,9,123,1073,101.49,31,4
11,1,0,1,1650,11,127,1032,101.56,98,4
12,1,0,1,1650,6,125,1137,102.14,109,4
1,1,0,1,1000,5,119,1222,56.97,4.2,4
2,1,0,1,1000,8,115,1054,57.13,39,4
3,1,0,1,1000,4,128,1045,57.15,4.5,4
3,1,0,1,1000,3,119,1089,57.15,48,4
5,1,0,1,1000,7,133,1132,57.18,8.4,4
6,1,0,1,1000,12,124,1144,57.25,5.7,4
7,1,0,1,1000,2,121,1048,57.4,4.8,4
8,1,0,1,1000,9,114,1075,57.48,48,4
9,1,0,1,1000,6,125,1032,57.61,22,4
10,1,0,1,1000,11,124,1106,57.61,28,4
11,1,0,1,1000,1,121,1203,57.68,12,4
12,1,0,1,1000,10,121,1149,57.99,36,4
1,1,0,1,1200,7,127,1066,68.72,7,3
2,1,0,1,1200,5,119,1143,68.79,1.5,3
3,1,0,1,1200,6,127,1164,69.68,12,3
4,1,0,1,1200,1,114,1106,69.8,17,3
5,1,0,1,1200,3,117,1145,69.87,8.9,3
6,1,0,1,1200,11,128,1178,69.98,25,3
7,1,0,1,1200,9,115,1156,70.04,35,3
8,1,0,1,1200,12,127,1020,70.05,46,3
9,1,0,1,1200,8,126,1083,70.1,33,3
10,1,0,1,1200,10,120,1015,70.39,161,3
11,1,0,1,1200,2,125,1144,70.46,63,3
12,1,0,1,1200,4,123,1221,70.56,38,3
1,1,0,1,1650,9,120,1185,99.02,8.7,2
2,1,0,1,1650,4,115,1134,99.1,9.2,2
3,1,0,1,1650,8,126,1065,99.14,15,2
4,1,0,1,1650,3,120,1098,99.22,10,2
5,1,0,1,1650,7,116,1131,99.26,7.5,2
6,1,0,1,1650,5,116,1063,99.3,6.4,2
7,1,0,1,1650,10,117,1080,99.49,14,2
8,1,0,1,1650,11,129,1090,99.55,26,2
9,1,0,1,1650,12,115,1102,99.64,20,2
10,1,0,1,1650,6,117,1123,99.71,11,2
11,1,0,1,1650,1,132,1107,99.83,7.8,2
12,1,0,1,1650,2,126,1151,99.86,5.9,2
1,1,0,1,1650,3,124,1207,99.39,3.6,3
2,1,0,1,1650,5,119,1092,99.64,6.2,3
3,1,0,1,1650,6,126,1033,99.92,12,3
4,1,0,1,1650,2,114,1060,99.95,4.7,3
5,1,0,1,1650,12,121,1062,100.06,10,3
6,1,0,1,1650,10,118,1254,100.12,61,3
7,1,0,1,1650,4,122,1120,100.13,14,3
8,1,0,1,1650,1,115,1043,100.16,5.1,3
9,1,0,1,1650,8,122,1203,100.38,23,3
10,1,0,1,1650,11,116,1087,100.4,37,3
11,1,0,1,1650,9,111,1103,100.44,31,3
12,1,0,1,1650,7,123,1027,101.12,125,3
1,1,0,1,1200,10,120,1147,69.11,7.5,2
2,1,0,1,1200,6,117,1211,69.13,2.9,2
3,1,0,1,1200,3,112,1203,69.28,78,2
4,1,0,1,1200,2,120,1138,69.29,10,2
5,1,0,1,1200,4,133,1161,69.34,8.1,2
6,1,0,1,1200,7,110,1184,69.35,51,2
7,1,0,1,1200,12,121,1132,69.47,18,2
8,1,0,1,1200,8,117,1103,69.57,7.7,2
9,1,0,1,1200,5,127,1097,69.68,9.7,2
10,1,0,1,1200,1,122,1139,69.74,9.3,2
11,1,0,1,1200,11,118,1079,70.18,12,2
12,1,0,1,1200,9,114,1095,70.51,147,2
1,1,0,2,1200,4,126,1072,70.04,3.3,4
2,1,0,2,1200,7,116,1015,70.18,7.2,4
3,1,0,2,1200,6,125,1107,70.32,13,4
4,1,0,2,1200,2,131,1081,70.39,9,4
5,1,0,2,1200,3,131,1181,70.49,2.7,4
6,1,0,2,1200,12,128,1264,70.62,18,4
7,1,0,2,1200,11,125,1095,70.73,23,4
8,1,0,2,1200,1,122,1030,70.97,23,4
9,1,0,2,1200,5,127,1096,70.99,20,4
10,1,0,2,1200,10,125,1104,71.34,150,4
11,1,0,2,1200,9,114,1195,72,45,4
12,1,0,2,1200,8,128,998,72.43,123,4
1,1,0,2,1200,7,133,1121,70.11,8.7,4
2,1,0,2,1200,4,123,1057,70.24,159,4
3,1,0,2,1200,12,124,1002,70.25,21,4
4,1,0,2,1200,2,126,1115,70.3,6.7,4
5,1,0,2,1200,6,128,1064,70.4,2.3,4
6,1,0,2,1200,3,126,1118,70.5,7.8,4
7,1,0,2,1200,9,119,1119,70.5,9.2,4
8,1,0,2,1200,5,116,1202,70.6,16,4
9,1,0,2,1200,1,126,1297,70.88,12,4
10,1,0,2,1200,8,123,1027,70.93,155,4
11,1,0,2,1200,11,113,1195,70.99,42,4
12,1,0,2,1200,10,117,1096,71,15,4
1,1,0,2,1200,8,129,1118,70.76,12,5
2,1,0,2,1200,3,119,1002,70.79,4.6,5
3,1,0,2,1200,4,128,1037,70.89,5.2,5
4,1,0,2,1200,12,121,1062,70.92,5.9,5
5,1,0,2,1200,5,131,1087,71.07,14,5
6,1,0,2,1200,1,122,1188,71.11,8.4,5
7,1,0,2,1200,10,125,1136,71.12,13,5
8,1,0,2,1200,7,133,1077,71.28,25,5
9,1,0,2,1200,9,127,1119,71.29,13,5
10,1,0,2,1200,2,123,969,71.29,8.1,5
11,1,0,2,1200,6,126,1160,71.61,31,5
12,1,0,2,1200,11,117,1128,71.67,36,5
1,1,0,2,1000,12,123,1149,57.08,4.7,4
2,1,0,2,1000,9,116,1054,57.53,9.9,4
3,1,0,2,1000,10,128,1042,57.54,6.5,4
4,1,0,2,1000,11,126,1205,57.58,17,4
5,1,0,2,1000,5,124,1066,57.62,5.6,4
6,1,0,2,1000,3,126,1124,57.65,3,4
7,1,0,2,1000,4,125,1108,57.66,11,4
8,1,0,2,1000,6,116,1166,57.75,34,4
9,1,0,2,1000,8,130,1012,57.89,46,4
10,1,0,2,1000,2,119,1048,58.56,53,4
11,1,0,2,1000,7,120,1021,58.58,94,4
12,1,0,2,1000,1,125,1070,58.76,78,4
1,1,0,2,1650,4,121,1129,100.07,5.5,4
2,1,0,2,1650,10,131,1084,100.28,7.1,4
3,1,0,2,1650,6,118,1038,100.57,123,4
4,1,0,2,1650,1,126,1072,100.59,3.1,4
5,1,0,2,1650,9,128,1197,100.67,12,4
6,1,0,2,1650,5,124,1205,100.73,8.8,4
7,1,0,2,1650,2,115,1090,100.87,12,4
8,1,0,2,1650,3,119,1030,100.89,99,4
9,1,0,2,1650,12,124,1174,100.9,43,4
10,1,0,2,1650,8,121,1154,100.92,6.7,4
11,1,0,2,1650,7,129,1122,101.11,14,4
12,1,0,2,1650,11,129,1116,101.27,23,4
1,1,0,2,1200,3,117,1086,69.5,7.8,3
2,1,0,2,1200,2,126,1198,69.59,7.7,3
3,1,0,2,1200,6,119,1129,69.82,5,3
4,1,0,2,1200,1,121,1120,69.98,4.8,3
5,1,0,2,1200,10,132,1067,70.09,6.3,3
6,1,0,2,1200,4,118,1149,70.36,14,3
7,1,0,2,1200,5,132,1159,70.41,18,3
8,1,0,2,1200,12,125,1142,70.58,10,3
9,1,0,2,1200,9,117,1007,71.46,126,3
10,1,0,2,1200,8,118,1138,71.73,26,3
11,1,0,2,1200,11,122,1227,71.97,32,3
12,1,0,2,1200,7,118,1142,71.99,10,3
1,1,0,2,1000,8,129,1185,56.86,5.6,3
2,1,0,2,1000,3,122,1117,57.2,4.8,3
3,1,0,2,1000,9,124,1188,57.42,3.8,3
4,1,0,2,1000,12,122,1191,57.49,9.2,3
5,1,0,2,1000,2,123,1131,57.61,6.5,3
6,1,0,2,1000,4,118,1016,57.67,8.6,3
7,1,0,2,1000,10,118,1131,57.68,23,3
8,1,0,2,1000,6,132,1150,58.24,54,3
9,1,0,2,1000,5,122,1070,58.37,10,3
10,1,0,2,1000,1,126,1188,58.59,37,3
11,1,0,2,1000,7,119,1032,58.8,101,3
1,1,0,2,1800,4,131,1040,109.2,3.8,3
2,1,0,2,1800,5,118,1113,109.37,5.5,3
3,1,0,2,1800,9,126,1140,109.51,9.3,3
4,1,0,2,1800,7,127,1023,109.91,7.1,3
5,1,0,2,1800,2,126,1040,109.99,6.1,3
6,1,0,2,1800,1,122,1135,110.06,5.7,3
7,1,0,2,1800,8,117,1060,110.27,149,3
8,1,0,2,1800,3,124,1198,110.39,31,3
9,1,0,2,1800,10,119,1072,110.42,39,3
10,1,0,2,1800,12,122,1016,110.67,160,3
11,1,0,2,1800,6,122,1151,111.15,36,3
12,1,0,2,1800,11,116,1085,111.29,12,3
1,1,0,1,1000,2,131,1139,57.27,5.1,5
2,1,0,1,1000,5,127,1118,57.33,11,5
3,1,0,1,1000,11,120,1120,57.37,30,5
4,1,0,1,1000,7,132,1143,57.37,7.3,5
5,1,0,1,1000,1,114,1083,57.46,4.7,5
6,1,0,1,1000,10,111,1028,57.59,25,5
7,1,0,1,1000,3,121,1062,57.61,9.7,5
8,1,0,1,1000,9,121,1068,57.62,4.5,5
9,1,0,1,1000,6,127,1175,57.62,33,5
10,1,0,1,1000,8,113,1001,57.87,12,5
11,1,0,1,1000,4,130,1075,57.88,19,5
12,1,0,1,1000,12,113,1063,58.43,43,5
1,1,0,1,1200,6,128,1120,69.64,4.4,4
2,1,0,1,1200,1,127,1147,69.69,2.3,4
3,1,0,1,1200,8,132,1252,69.85,6.1,4
4,1,0,1,1200,9,118,1068,69.89,74,4
5,1,0,1,1200,5,121,1208,69.9,12,4
6,1,0,1,1200,12,124,1123,69.94,46,4
7,1,0,1,1200,3,120,1199,69.95,27,4
8,1,0,1,1200,7,118,1090,70.13,19,4
9,1,0,1,1200,2,110,1105,70.21,24,4
10,1,0,1,1200,10,127,1066,70.25,21,4
11,1,0,1,1200,11,123,1283,70.41,12,4
12,1,0,1,1200,4,118,1215,70.58,48,4
1,1,0,1,1650,5,114,1109,99.2,9.4,4
2,1,0,1,1650,3,125,1097,99.36,3.9,4
3,1,0,1,1650,2,120,976,99.48,5.5,4
4,1,0,1,1650,6,120,1112,99.49,6.3,4
5,1,0,1,1650,7,132,1044,99.67,5.1,4
6,1,0,1,1650,12,127,1104,99.68,36,4
7,1,0,1,1650,4,123,1193,99.73,32,4
8,1,0,1,1650,11,120,1157,100.51,45,4
9,1,0,1,1650,8,111,1202,100.66,15,4
10,1,0,1,1650,10,117,1248,100.91,7.9,4
11,1,0,1,1650,9,125,1137,101.45,70,4
12,1,0,1,1650,1,121,987,101.48,37,4
1,1,0,1,1200,5,128,1072,69.97,1.9,4
2,1,0,1,1200,11,126,1233,70.07,4.7,4
3,1,0,1,1200,8,124,1043,70.4,41,4
4,1,0,1,1200,1,130,1201,70.43,8.8,4
5,1,0,1,1200,4,122,1121,70.5,5.8,4
6,1,0,1,1200,10,125,1156,70.6,30,4
7,1,0,1,1200,3,133,1116,70.99,20,4
8,1,0,1,1200,9,116,1077,71.08,33,4
9,1,0,1,1200,6,132,1003,71.11,165,4
10,1,0,1,1200,2,121,1056,71.17,77,4
11,1,0,1,1200,7,117,1052,71.32,106,4
1,1,0,1,1200,1,117,1106,69.27,10,3
2,1,0,1,1200,11,132,1192,69.33,3.7,3
3,1,0,1,1200,9,125,1006,69.45,8.4,3
4,1,0,1,1200,2,116,1198,69.46,9.7,3
5,1,0,1,1200,6,119,1238,69.46,9,3
6,1,0,1,1200,7,117,1111,69.55,7.4,3
7,1,0,1,1200,4,126,1034,69.68,6.7,3
8,1,0,1,1200,3,117,1274,69.93,12,3
9,1,0,1,1200,12,118,986,69.99,86,3
10,1,0,1,1200,8,128,1184,70.08,49,3
11,1,0,1,1200,10,117,1039,70.3,13,3
12,1,0,1,1200,5,124,1114,70.55,21,3
1,1,0,1,1650,2,132,1038,100.12,5.2,3
2,1,0,1,1650,4,130,1218,100.16,2.8,3
3,1,0,1,1650,7,119,1071,100.4,7.9,3
4,1,0,1,1650,1,120,1054,100.46,9.7,3
5,1,0,1,1650,11,119,1062,100.52,8.4,3
6,1,0,1,1650,3,117,1147,100.59,56,3
7,1,0,1,1650,6,116,1142,100.62,8.2,3
8,1,0,1,1650,8,125,1136,100.64,23,3
9,1,0,1,1650,5,116,1044,100.75,53,3
10,1,0,1,1650,9,110,1114,100.88,37,3
11,1,0,1,1650,12,118,1158,100.93,23,3
12,1,0,1,1650,10,125,1179,100.94,19,3
1,1,0,1,1650,10,116,1056,98.58,9.6,2
2,1,0,1,1650,9,118,1125,98.76,8,2
3,1,0,1,1650,3,121,1092,98.8,9.7,2
4,1,0,1,1650,1,117,1116,98.98,7,2
5,1,0,1,1650,2,126,1194,99.01,3.7,2
6,1,0,1,1650,4,116,1119,99.06,30,2
7,1,0,1,1650,6,128,1160,99.12,26,2
8,1,0,1,1650,5,123,1117,99.15,6.1,2
9,1,0,1,1650,8,114,1109,99.28,30,2
10,1,0,1,1650,12,128,1070,99.29,29,2
11,1,0,1,1650,7,115,1156,99.51,7.9,2
12,1,0,1,1650,11,116,1117,99.76,26,2
1,1,0,1,1200,1,127,1096,68.56,12,2
2,1,0,1,1200,10,117,1071,68.62,3.3,2
3,1,0,1,1200,6,133,1158,68.78,13,2
4,1,0,1,1200,12,120,1211,68.81,8.1,2
5,1,0,1,1200,7,126,1153,68.83,3.9,2
6,1,0,1,1200,8,119,1004,68.9,87,2
7,1,0,1,1200,9,113,1100,69.03,32,2
8,1,0,1,1200,2,120,1150,69.1,11,2
9,1,0,1,1200,5,113,1201,69.24,20,2
10,1,0,1,1200,11,117,1220,69.36,10,2
11,1,0,1,1200,3,110,1111,69.93,47,2
12,1,0,1,1200,4,118,1195,71.1,11,2
1,1,0,2,1650,6,116,1086,100.08,8.3,4
2,1,0,2,1650,1,123,1084,100.26,5.5,4
3,1,0,2,1650,2,121,1026,100.39,4.4,4
4,1,0,2,1650,9,126,1090,100.75,4.7,4
5,1,0,2,1650,3,125,1035,100.84,4.7,4
6,1,0,2,1650,5,123,1060,100.86,17,4
7,1,0,2,1650,4,120,1005,100.9,18,4
8,1,0,2,1650,11,133,1020,101.01,27,4
9,1,0,2,1650,7,124,1051,101.67,36,4
10,1,0,2,1650,8,125,1093,102.01,17,4
11,1,0,2,1650,12,122,1195,102.17,74,4
12,1,0,2,1650,10,115,1168,102.9,54,4
1,1,0,2,1000,6,125,996,57.04,29,4
2,1,0,2,1000,11,133,1165,57.16,2.4,4
3,1,0,2,1000,4,120,1051,57.26,4.7,4
4,1,0,2,1000,5,132,1030,57.43,6.9,4
5,1,0,2,1000,12,118,1203,57.53,41,4
6,1,0,2,1000,7,125,1015,57.59,49,4
7,1,0,2,1000,9,127,1034,57.65,6.9,4
8,1,0,2,1000,8,110,1041,57.89,53,4
9,1,0,2,1000,1,115,1106,57.89,10,4
10,1,0,2,1000,3,118,1188,57.93,10,4
11,1,0,2,1000,10,111,1090,57.96,127,4
12,1,0,2,1000,2,124,1127,59.59,156,4
1,1,0,2,1200,1,131,1018,69.93,4.6,4
2,1,0,2,1200,2,131,1104,70.21,3.6,4
3,1,0,2,1200,6,133,1099,70.27,35,4
4,1,0,2,1200,4,121,1097,70.53,5.8,4
5,1,0,2,1200,8,111,1153,70.74,9.5,4
6,1,0,2,1200,3,119,1071,70.83,21,4
7,1,0,2,1200,5,122,1165,70.89,22,4
8,1,0,2,1200,12,130,1337,70.95,23,4
9,1,0,2,1200,7,121,1105,71.15,13,4
10,1,0,2,1200,11,129,1079,71.22,6.2,4
11,1,0,2,1200,9,127,1124,71.53,21,4
12,1,0,2,1200,10,122,1044,72.1,180,4
1,1,0,2,1200,4,120,1026,69.7,10,4
2,1,0,2,1200,9,133,1116,69.76,8.1,4
3,1,0,2,1200,10,122,1204,69.81,9.9,4
4,1,0,2,1200,1,121,1059,69.9,10,4
5,1,0,2,1200,2,127,1174,69.94,13,4
6,1,0,2,1200,8,113,1045,70.03,14,4
7,1,0,2,1200,5,120,995,70.07,140,4
8,1,0,2,1200,11,130,1206,70.09,15,4
9,1,0,2,1200,3,119,1158,70.1,12,4
10,1,0,2,1200,7,117,1040,70.17,23,4
11,1,0,2,1200,6,127,1238,70.35,2.2,4
12,1,0,2,1200,12,125,1073,71.41,112,4
1,1,0,2,1650,3,133,1210,99.73,3.7,3
2,1,0,2,1650,5,125,1050,100.05,5.6,3
3,1,0,2,1650,1,128,1091,100.07,8.5,3
4,1,0,2,1650,2,117,1117,100.15,2.4,3
5,1,0,2,1650,6,120,1090,100.23,26,3
6,1,0,2,1650,11,118,1076,100.26,13,3
7,1,0,2,1650,9,123,1183,100.28,42,3
8,1,0,2,1650,12,123,1041,100.46,17,3
9,1,0,2,1650,7,122,1010,100.47,182,3
10,1,0,2,1650,8,127,1089,100.68,22,3
11,1,0,2,1650,4,113,1034,101.63,267,3
1,1,0,2,1200,6,133,1208,69.3,2.3,3
2,1,0,2,1200,4,119,1088,69.48,10,3
3,1,0,2,1200,2,119,1121,69.59,8.9,3
4,1,0,2,1200,11,118,1146,69.73,80,3
5,1,0,2,1200,3,115,1280,69.73,40,3
6,1,0,2,1200,10,122,1167,69.97,60,3
7,1,0,2,1200,1,123,1006,70,5.2,3
8,1,0,2,1200,8,116,1063,70.04,7.7,3
9,1,0,2,1200,5,125,1146,70.33,15,3
10,1,0,2,1200,7,129,1216,70.42,12,3
11,1,0,2,1200,9,115,1195,70.58,17,3
1,1,0,2,1200,5,123,1171,69.64,4.2,3
2,1,0,2,1200,9,116,1163,69.76,26,3
3,1,0,2,1200,10,116,1188,69.84,8.5,3
4,1,0,2,1200,12,113,1194,69.99,45,3
5,1,0,2,1200,8,124,1285,70,25,3
6,1,0,2,1200,7,117,1083,70.01,54,3
7,1,0,2,1200,11,121,1000,70.29,140,3
8,1,0,2,1200,4,115,1093,70.32,12,3
9,1,0,2,1200,6,124,1150,70.36,14,3
10,1,0,2,1200,2,117,1239,70.37,9.3,3
11,1,0,2,1200,1,133,1303,70.43,2.9,3
12,1,0,2,1200,3,124,1013,70.59,6.9,3
1,1,0,1,1200,2,121,1084,69.02,3.8,3
2,1,0,1,1200,7,128,1128,69.3,4.5,3
3,1,0,1,1200,5,122,1099,69.38,5.6,3
4,1,0,1,1200,4,118,1090,69.57,2.8,3
5,1,0,1,1200,8,119,1144,69.64,18,3
6,1,0,1,1200,6,122,1155,69.74,24,3
7,1,0,1,1200,1,122,1014,70.16,155,3
8,1,0,1,1200,3,120,1126,70.28,13,3
9,1,0,1,1200,9,121,1104,70.39,47,3
1,1,0,1,1200,2,126,1177,70.34,9.4,5
2,1,0,1,1200,7,131,1140,70.41,3.8,5
3,1,0,1,1200,1,130,1061,70.58,5.3,5
4,1,0,1,1200,11,131,1185,70.66,26,5
5,1,0,1,1200,3,114,1114,70.68,10,5
6,1,0,1,1200,5,127,1120,70.72,8.1,5
7,1,0,1,1200,8,116,1042,70.8,32,5
8,1,0,1,1200,12,133,1204,70.82,7.3,5
9,1,0,1,1200,4,129,1185,70.91,7.7,5
10,1,0,1,1200,6,130,1111,70.95,23,5
11,1,0,1,1200,10,114,1105,71.05,39,5
12,1,0,1,1200,9,115,1089,71.23,27,5
1,1,0,1,1650,6,131,1109,100.23,2.5,5
2,1,0,1,1650,1,114,1063,100.4,4.6,5
3,1,0,1,1650,4,131,1071,100.54,17,5
4,1,0,1,1650,5,131,1076,100.58,8.8,5
5,1,0,1,1650,7,128,1180,100.65,14,5
6,1,0,1,1650,10,129,1052,101.03,23,5
7,1,0,1,1650,11,125,1055,101.06,7.2,5
8,1,0,1,1650,9,121,1072,101.07,17,5
9,1,0,1,1650,2,125,1019,101.24,49,5
10,1,0,1,1650,8,117,1081,101.27,25,5
11,1,0,1,1650,3,121,1136,101.41,21,5
12,1,0,1,1650,12,128,1040,101.63,45,5
1,1,0,1,1650,1,120,1119,99.87,3.4,3
2,1,0,1,1650,5,128,1046,100.04,5.6,3
3,1,0,1,1650,7,125,1051,100.3,9.2,3
4,1,0,1,1650,6,119,1069,100.33,3.1,3
5,1,0,1,1650,2,120,1152,100.38,40,3
6,1,0,1,1650,9,123,1078,100.41,26,3
7,1,0,1,1650,4,126,1015,100.45,11,3
8,1,0,1,1650,10,133,1145,100.5,17,3
9,1,0,1,1650,3,117,1120,100.83,54,3
10,1,0,1,1650,8,117,1015,101.67,10,3
1,1,0,1,1200,10,124,1040,69.23,4,4
2,1,0,1,1200,3,127,1069,69.67,13,4
3,1,0,1,1200,1,119,1107,69.82,8,4
4,1,0,1,1200,4,120,979,69.84,5.3,4
5,1,0,1,1200,5,130,1164,69.95,16,4
6,1,0,1,1200,9,120,1112,70.19,54,4
7,1,0,1,1200,12,119,1098,70.2,262,4
8,1,0,1,1200,8,132,1087,70.29,4.4,4
9,1,0,1,1200,2,122,1140,70.81,9.6,4
10,1,0,1,1200,11,133,1070,70.82,7.4,4
11,1,0,1,1200,7,125,1066,71.43,39,4
12,1,0,1,1200,6,125,969,74.14,204,4
1,1,0,1,1200,2,116,1114,70.25,10,4
2,1,0,1,1200,8,132,1134,70.26,42,4
3,1,0,1,1200,1,131,1142,70.32,1.6,4
4,1,0,1,1200,6,123,1146,70.6,5.5,4
5,1,0,1,1200,9,133,1258,70.83,16,4
6,1,0,1,1200,7,128,1137,70.84,14,4
7,1,0,1,1200,4,129,1052,70.94,11,4
8,1,0,1,1200,11,118,1077,70.99,43,4
9,1,0,1,1200,10,118,1037,71.01,45,4
10,1,0,1,1200,5,129,1082,71.03,28,4
11,1,0,1,1200,3,120,1031,71.03,206,4
12,1,0,1,1200,12,126,1095,72,293,4
1,1,0,1,1000,3,130,1066,56.78,5,3
2,1,0,1,1000,5,133,1102,56.87,4.5,3
3,1,0,1,1000,1,121,1228,57.07,8.2,3
4,1,0,1,1000,2,133,1202,57.07,8.2,3
5,1,0,1,1000,4,120,1141,57.07,3.4,3
6,1,0,1,1000,6,114,1140,57.27,63,3
7,1,0,1,1000,10,115,1147,57.33,10,3
8,1,0,1,1000,7,115,1147,57.37,31,3
9,1,0,1,1000,11,118,1096,57.4,42,3
10,1,0,1,1000,9,121,1164,57.6,13,3
11,1,0,1,1000,8,123,1150,57.6,91,3
1,1,0,1,1200,9,129,1237,69.86,3.1,4
1,1,0,1,1200,4,116,1018,69.86,5.1,4
3,1,0,1,1200,5,111,1241,69.92,25,4
4,1,0,1,1200,3,127,1060,69.97,4.7,4
5,1,0,1,1200,6,117,1167,70.04,9.5,4
6,1,0,1,1200,1,119,1133,70.07,9.3,4
7,1,0,1,1200,2,121,1097,70.09,15,4
8,1,0,1,1200,8,130,1012,70.24,78,4
9,1,0,1,1200,11,133,1100,70.27,40,4
10,1,0,1,1200,7,126,1012,70.3,18,4
11,1,0,1,1200,12,123,1056,70.51,24,4
12,1,0,1,1200,10,120,1014,70.75,25,4
1,1,0,1,1000,6,119,1095,57.17,11,4
2,1,0,1,1000,9,120,1065,57.35,9,4
3,1,0,1,1000,10,125,1106,57.36,9.8,4
4,1,0,1,1000,11,133,1100,57.36,12,4
5,1,0,1,1000,8,116,1060,57.38,4.6,4
6,1,0,1,1000,4,129,1212,57.48,2.7,4
7,1,0,1,1000,5,126,1043,57.51,14,4
8,1,0,1,1000,3,117,1085,57.54,7.1,4
9,1,0,1,1000,2,124,1075,57.81,76,4
10,1,0,1,1000,1,126,1048,57.85,67,4
11,1,0,1,1000,7,123,1210,58.05,79,4
1,1,0,1,1650,8,124,1147,99.44,10,3
2,1,0,1,1650,1,127,1081,99.57,4.7,3
3,1,0,1,1650,2,131,1086,99.69,5.7,3
4,1,0,1,1650,4,132,1171,99.73,8.7,3
5,1,0,1,1650,3,119,1067,99.78,7.3,3
6,1,0,1,1650,6,123,995,99.79,17,3
7,1,0,1,1650,5,118,1144,99.92,19,3
8,1,0,1,1650,7,119,1083,99.95,12,3
9,1,0,1,1650,9,125,1152,99.99,6.4,3
10,1,0,1,1650,10,118,1025,100.65,21,3
11,1,0,1,1650,11,122,1115,103.05,11,3
1,1,0,1,1800,4,121,993,108.8,3.5,4
2,1,0,1,1800,11,133,1149,109,15,4
3,1,0,1,1800,7,120,1061,109.29,4.8,4
4,1,0,1,1800,6,117,1131,109.31,5.8,4
5,1,0,1,1800,2,113,1130,109.32,7.9,4
6,1,0,1,1800,10,129,1113,109.7,53,4
7,1,0,1,1800,5,125,1020,109.74,52,4
8,1,0,1,1800,1,127,1081,109.91,7.1,4
9,1,0,1,1800,9,114,1075,109.93,48,4
10,1,0,1,1800,12,119,1019,110.16,8.5,4
11,1,0,1,1800,3,119,1211,110.35,66,4
12,1,0,1,1800,8,121,1072,112.35,35,4
1,1,0,1,1650,1,117,1092,99.87,6.1,4
2,1,0,1,1650,7,124,1082,100.06,5.2,4
3,1,0,1,1650,4,131,1134,100.08,7.1,4
4,1,0,1,1650,10,133,1026,100.36,21,4
5,1,0,1,1650,12,125,1077,100.69,62,4
6,1,0,1,1650,8,132,1198,101.02,10,4
7,1,0,1,1650,2,122,1107,101.11,3.3,4
8,1,0,1,1650,6,128,1099,101.12,5.5,4
9,1,0,1,1650,3,122,1099,101.27,30,4
10,1,0,1,1650,5,124,1101,101.99,35,4
11,1,0,1,1650,11,125,1313,102.54,102,4
12,1,0,1,1650,9,113,979,103.11,182,4
1,1,0,1,1200,3,113,1149,69.08,37,3
2,1,0,1,1200,4,120,1200,69.27,10,3
3,1,0,1,1200,2,124,1296,69.42,6.7,3
4,1,0,1,1200,8,133,1171,69.55,5.7,3
5,1,0,1,1200,12,117,1135,69.58,22,3
6,1,0,1,1200,7,129,1128,69.58,3.6,3
7,1,0,1,1200,1,119,1123,69.82,13,3
8,1,0,1,1200,11,128,1073,69.88,11,3
9,1,0,1,1200,9,119,1124,69.91,17,3
10,1,0,1,1200,6,116,1170,69.95,5.8,3
11,1,0,1,1200,5,116,1146,70.05,30,3
12,1,0,1,1200,10,121,1077,70.09,47,3
1,1,0,1,1200,11,123,1175,68.61,11,2
2,1,0,1,1200,7,114,1110,68.83,15,2
3,1,0,1,1200,5,119,1206,68.89,2.2,2
4,1,0,1,1200,10,120,1153,69.15,6.5,2
5,1,0,1,1200,9,121,1067,69.24,9.3,2
6,1,0,1,1200,2,116,1025,69.35,11,2
7,1,0,1,1200,1,114,1191,69.51,11,2
8,1,0,1,1200,6,119,1184,69.58,59,2
9,1,0,1,1200,8,117,1131,69.81,55,2
10,1,0,1,1200,4,116,1210,69.87,18,2
11,1,0,1,1200,12,126,1101,70,37,2
12,1,0,1,1200,3,119,1102,70.27,17,2
1,1,0,2,1650,10,126,1081,100.09,5.5,4
2,1,0,2,1650,6,132,1077,100.12,9.3,4
3,1,0,2,1650,3,125,1159,100.23,4.9,4
4,1,0,2,1650,8,114,1026,100.31,5.3,4
5,1,0,2,1650,7,123,986,100.47,8.1,4
6,1,0,2,1650,5,116,1178,100.61,12,4
7,1,0,2,1650,1,121,1044,100.74,17,4
8,1,0,2,1650,4,119,1019,101.02,75,4
9,1,0,2,1650,2,121,978,101.17,6,4
10,1,0,2,1650,9,128,1194,101.52,24,4
11,1,0,2,1650,11,122,1096,102.59,20,4
1,1,0,2,1650,5,126,1053,100.21,3.7,3
2,1,0,2,1650,4,128,1147,100.23,5,3
3,1,0,2,1650,6,115,1055,100.51,13,3
4,1,0,2,1650,9,118,1077,100.52,4.7,3
5,1,0,2,1650,1,128,1191,100.71,15,3
6,1,0,2,1650,2,114,1134,100.76,35,3
7,1,0,2,1650,3,118,1171,100.86,44,3
