Pla,Loc,Track,Going,Dist,Draw,JW,AW,Time,WOdd,Class
8,1,0,2,1650,8,126,1033,101.74,89,3
9,1,0,2,1650,7,128,1043,102.12,5.9,3
10,1,0,2,1650,10,128,1051,102.22,6.1,3
1,1,0,2,1200,10,132,1011,70.76,5.3,4
2,1,0,2,1200,3,128,1210,70.86,4.5,4
3,1,0,2,1200,9,133,1129,70.97,16,4
4,1,0,2,1200,2,131,1253,71.02,2.9,4
5,1,0,2,1200,8,119,1170,71.03,5.3,4
6,1,0,2,1200,7,127,1037,71.07,20,4
7,1,0,2,1200,4,112,1053,71.15,23,4
8,1,0,2,1200,12,114,1089,71.15,47,4
9,1,0,2,1200,11,128,1332,71.25,26,4
10,1,0,2,1200,6,122,1074,71.33,79,4
11,1,0,2,1200,1,122,1102,71.37,36,4
12,1,0,2,1200,5,114,1033,71.41,46,4
1,1,0,2,1650,2,127,1028,100.41,3.5,4
2,1,0,2,1650,3,123,1078,100.58,6,4
3,1,0,2,1650,11,133,1060,100.8,28,4
4,1,0,2,1650,6,127,1022,100.89,24,4
5,1,0,2,1650,1,119,1107,101.06,7.5,4
6,1,0,2,1650,7,124,1046,101.07,26,4
7,1,0,2,1650,5,117,1105,101.15,4.1,4
8,1,0,2,1650,9,128,1075,101.37,46,4
9,1,0,2,1650,4,118,1129,101.5,16,4
10,1,0,2,1650,8,129,1204,102.66,6.1,4
11,1,0,2,1650,10,119,1049,103.34,45,4
1,1,0,2,1200,8,116,1102,70.31,6.3,4
2,1,0,2,1200,3,117,1113,70.42,12,4
3,1,0,2,1200,10,132,1108,70.7,19,4
4,1,0,2,1200,7,133,1064,70.82,2.3,4
5,1,0,2,1200,5,129,1024,70.95,32,4
6,1,0,2,1200,6,112,1119,71.08,49,4
7,1,0,2,1200,2,123,1140,71.14,7.3,4
8,1,0,2,1200,11,125,1059,71.19,155,4
9,1,0,2,1200,9,125,1204,71.27,60,4
10,1,0,2,1200,1,114,1205,71.41,59,4
11,1,0,2,1200,12,117,1079,71.78,36,4
12,1,0,2,1200,4,131,1153,72.27,4,4
1,1,0,2,1200,3,118,1199,70.13,6.4,3
2,1,0,2,1200,4,120,1091,70.26,30,3
3,1,0,2,1200,7,124,1101,70.27,3.3,3
4,1,0,2,1200,12,131,1145,70.29,4.1,3
5,1,0,2,1200,5,124,1072,70.3,60,3
6,1,0,2,1200,9,122,1168,70.33,6.5,3
7,1,0,2,1200,11,128,1011,70.39,68,3
8,1,0,2,1200,2,122,1238,70.54,11,3
9,1,0,2,1200,6,129,1085,70.63,16,3
10,1,0,2,1200,1,133,1049,70.73,24,3
11,1,0,2,1200,10,120,1162,71.03,10,3
12,1,0,2,1200,8,115,1024,71.59,196,3
1,1,0,2,1000,10,119,1188,56.7,7.2,2
2,1,0,2,1000,7,122,1021,56.97,90,2
3,1,0,2,1000,6,120,1163,56.98,32,2
4,1,0,2,1000,2,122,1078,57.02,2.1,2
5,1,0,2,1000,5,122,1013,57.04,5.5,2
6,1,0,2,1000,9,130,1216,57.19,14,2
7,1,0,2,1000,12,118,1109,57.3,9.8,2
8,1,0,2,1000,11,113,1192,57.41,109,2
9,1,0,2,1000,1,118,1150,57.42,7.4,2
10,1,0,2,1000,8,118,1100,57.62,28,2
11,1,0,2,1000,4,121,1108,57.87,122,2
12,1,0,2,1000,3,115,1115,57.95,48,2
1,1,0,2,1650,4,122,1085,99.38,4.1,4
2,1,0,2,1650,5,122,1081,99.47,3.3,4
3,1,0,2,1650,11,121,1107,99.73,4.7,4
4,1,0,2,1650,8,133,1023,99.73,34,4
5,1,0,2,1650,1,119,1135,99.81,6.5,4
6,1,0,2,1650,7,120,1062,99.91,31,4
7,1,0,2,1650,2,120,1086,99.94,19,4
8,1,0,2,1650,12,112,1118,99.98,26,4
9,1,0,2,1650,10,115,1044,100.07,35,4
10,1,0,2,1650,6,121,1201,100.09,30,4
11,1,0,2,1650,3,118,1121,100.11,71,4
12,1,0,2,1650,9,125,1148,100.14,12,4
1,1,0,2,1200,3,118,1135,70.23,20,4
2,1,0,2,1200,8,127,1153,70.31,3.5,4
3,1,0,2,1200,1,119,1021,70.54,5.7,4
4,1,0,2,1200,5,125,1160,70.59,8,4
5,1,0,2,1200,12,121,1116,70.62,23,4
6,1,0,2,1200,6,128,1189,70.72,12,4
7,1,0,2,1200,10,131,1134,70.73,4.2,4
8,1,0,2,1200,9,118,1226,70.8,17,4
9,1,0,2,1200,2,119,1173,70.89,12,4
10,1,0,2,1200,4,119,1175,70.99,38,4
11,1,0,2,1200,11,118,1212,71.29,41,4
12,1,0,2,1200,7,124,1065,71.62,37,4
1,1,0,2,1000,12,121,1076,56.9,7.3,4
2,1,0,2,1000,5,116,1095,57.06,12,4
3,1,0,2,1000,1,123,1115,57.17,4.8,4
4,1,0,2,1000,8,118,1105,57.2,4.4,4
5,1,0,2,1000,6,126,1075,57.23,5,4
6,1,0,2,1000,7,123,1189,57.33,15,4
7,1,0,2,1000,10,132,1008,57.46,17,4
8,1,0,2,1000,9,126,1101,57.48,8.6,4
9,1,0,2,1000,4,111,1178,57.56,22,4
10,1,0,2,1000,11,126,1058,57.75,111,4
11,1,0,2,1000,3,127,1019,57.85,22,4
12,1,0,2,1000,2,113,1211,58.19,38,4
1,1,0,2,1200,11,124,1205,69.96,9.1,4
2,1,0,2,1200,6,115,1066,70.03,12,4
3,1,0,2,1200,2,127,1071,70.03,6,4
4,1,0,2,1200,10,125,1047,70.25,26,4
5,1,0,2,1200,3,133,1042,70.3,1.8,4
6,1,0,2,1200,9,126,1136,70.31,15,4
7,1,0,2,1200,5,127,1125,70.62,20,4
8,1,0,2,1200,8,129,1026,70.67,146,4
9,1,0,2,1200,4,121,1092,70.88,69,4
10,1,0,2,1200,12,119,1191,71,49,4
11,1,0,2,1200,7,122,1201,71.15,102,4
12,1,0,2,1200,1,120,1108,71.7,11,4
1,1,0,2,1200,4,114,1094,69.47,4.2,3
2,1,0,2,1200,7,126,1151,69.58,38,3
3,1,0,2,1200,2,124,1141,69.64,5.6,3
4,1,0,2,1200,3,124,1308,69.65,8.1,3
5,1,0,2,1200,1,133,1213,69.76,3.2,3
6,1,0,2,1200,9,120,1111,69.96,9.5,3
7,1,0,2,1200,5,116,1136,70.07,52,3
8,1,0,2,1200,6,119,1033,70.14,10,3
9,1,0,2,1200,12,117,1122,70.63,30,3
10,1,0,2,1200,8,120,1157,70.8,43,3
11,1,0,2,1200,10,128,1164,71.08,18,3
12,1,0,2,1200,11,122,1090,71.64,74,3
1,1,0,2,1800,10,130,1132,109.72,7.9,3
2,1,0,2,1800,6,118,1144,109.84,6.8,3
3,1,0,2,1800,4,121,1128,109.86,33,3
4,1,0,2,1800,11,129,1087,109.98,4.7,3
5,1,0,2,1800,3,125,1015,110.04,7.7,3
6,1,0,2,1800,7,121,1028,110.3,7.6,3
7,1,0,2,1800,9,120,1081,110.32,11,3
8,1,0,2,1800,5,126,1151,110.33,27,3
9,1,0,2,1800,12,120,1011,110.46,26,3
10,1,0,2,1800,2,123,1014,110.47,9.1,3
11,1,0,2,1800,1,133,1173,110.49,6.2,3
12,1,0,2,1800,8,125,999,110.93,159,3
1,1,0,2,1650,3,119,1158,99.04,3.9,2
2,1,0,2,1650,11,116,1073,99.06,9.6,2
3,1,0,2,1650,10,117,1099,99.07,64,2
4,1,0,2,1650,5,116,1099,99.13,4.3,2
5,1,0,2,1650,8,121,1085,99.18,16,2
6,1,0,2,1650,9,114,1075,99.44,15,2
7,1,0,2,1650,4,126,1023,99.75,27,2
8,1,0,2,1650,6,125,1132,99.77,5.6,2
9,1,0,2,1650,2,116,1050,99.86,15,2
10,1,0,2,1650,12,124,1181,100.22,23,2
11,1,0,2,1650,7,116,1219,100.24,10,2
12,1,0,2,1650,1,112,1066,101.09,14,2
1,1,0,1,1650,6,115,1076,100.06,3,5
2,1,0,1,1650,8,117,1058,100.19,27,5
3,1,0,1,1650,10,121,1059,100.18,8.7,5
4,1,0,1,1650,2,129,1083,100.38,8.4,5
5,1,0,1,1650,1,127,1205,100.4,6.9,5
6,1,0,1,1650,12,119,1140,100.49,39,5
7,1,0,1,1650,11,131,1073,100.69,7.6,5
8,1,0,1,1650,4,124,1205,100.7,34,5
9,1,0,1,1650,9,123,1042,100.96,26,5
10,1,0,1,1650,7,132,1213,101.12,6.6,5
11,1,0,1,1650,5,130,1163,101.4,15,5
12,1,0,1,1650,3,122,1037,101.71,41,5
1,1,0,1,1650,9,118,1000,99.41,5.1,4
2,1,0,1,1650,11,115,1024,99.58,10,4
3,1,0,1,1650,6,122,1092,99.64,9.4,4
4,1,0,1,1650,12,121,1022,99.78,7.4,4
5,1,0,1,1650,2,132,1056,99.92,4.3,4
6,1,0,1,1650,7,126,1035,100.07,5.8,4
7,1,0,1,1650,8,129,1034,100.13,15,4
8,1,0,1,1650,4,118,1127,100.3,9.7,4
9,1,0,1,1650,10,121,1094,100.44,44,4
10,1,0,1,1650,3,133,1129,100.52,22,4
11,1,0,1,1650,5,113,1114,101.17,38,4
12,1,0,1,1650,1,111,1039,102.2,62,4
1,1,0,1,1000,11,133,1119,56.97,6.5,4
2,1,0,1,1000,1,133,1130,57.23,11,4
3,1,0,1,1000,6,116,1066,57.42,4.8,4
4,1,0,1,1000,2,129,1258,57.5,4.6,4
5,1,0,1,1000,5,127,1076,57.52,53,4
6,1,0,1,1000,9,119,1120,57.61,4.9,4
7,1,0,1,1000,3,132,1153,57.7,11,4
8,1,0,1,1000,12,121,1022,57.74,79,4
9,1,0,1,1000,4,116,1123,57.79,12,4
10,1,0,1,1000,7,123,1017,57.8,10,4
11,1,0,1,1000,10,122,1019,58.14,51,4
12,1,0,1,1000,8,125,1136,61.03,40,4
1,1,0,1,1650,3,130,1141,100.6,2.1,4
2,1,0,1,1650,7,116,1052,100.64,29,4
3,1,0,1,1650,11,129,1039,100.64,5.2,4
4,1,0,1,1650,9,131,1019,100.71,9.2,4
5,1,0,1,1650,1,123,1157,101.26,4.3,4
6,1,0,1,1650,4,121,1095,101.33,44,4
7,1,0,1,1650,5,115,1046,101.65,60,4
8,1,0,1,1650,10,133,1145,101.65,16,4
9,1,0,1,1650,2,123,955,101.67,120,4
10,1,0,1,1650,8,122,1077,102.56,14,4
1,1,0,1,1000,10,133,1193,56.62,7.4,3
2,1,0,1,1000,11,119,1137,56.64,5,3
3,1,0,1,1000,12,121,1239,56.64,9.5,3
4,1,0,1,1000,9,127,1094,56.81,2.9,3
5,1,0,1,1000,3,122,1102,56.94,17,3
6,1,0,1,1000,5,120,1167,57.07,39,3
7,1,0,1,1000,7,114,1086,57.09,34,3
8,1,0,1,1000,6,121,1114,57.16,8.9,3
9,1,0,1,1000,2,128,1113,57.31,9.5,3
10,1,0,1,1000,4,130,1098,57.55,48,3
11,1,0,1,1000,8,116,1195,57.62,83,3
12,1,0,1,1000,1,121,1212,57.93,14,3
1,1,0,1,1650,1,125,1064,99.34,5.3,3
2,1,0,1,1650,3,132,1088,99.39,3.4,3
3,1,0,1,1650,6,127,1117,99.63,5.2,3
4,1,0,1,1650,8,121,1010,99.64,20,3
5,1,0,1,1650,2,116,1156,99.65,30,3
6,1,0,1,1650,5,121,1187,99.66,21,3
7,1,0,1,1650,9,126,1089,99.69,13,3
8,1,0,1,1650,4,130,1105,99.91,7.4,3
9,1,0,1,1650,10,118,1046,99.95,13,3
10,1,0,1,1650,12,114,1174,100.12,106,3
11,1,0,1,1650,11,125,1142,100.14,9.5,3
12,1,0,1,1650,7,133,1022,101.47,53,3
1,1,0,1,1200,6,118,1086,68.75,16,3
2,1,0,1,1200,5,122,1020,68.82,6,3
3,1,0,1,1200,2,126,1162,68.91,6.6,3
4,1,0,1,1200,4,121,1201,68.92,4.8,3
5,1,0,1,1200,3,127,1107,69.29,7.5,3
6,1,0,1,1200,8,120,1167,69.36,26,3
7,1,0,1,1200,1,121,1170,69.77,3.3,3
8,1,0,1,1200,11,119,1147,69.79,61,3
9,1,0,1,1200,7,120,1155,69.94,9.7,3
10,1,0,1,1200,9,123,1047,69.98,133,3
11,1,0,1,1200,12,121,1138,70.05,110,3
12,1,0,1,1200,10,115,1184,70.11,52,3
1,1,0,2,1800,1,125,1231,109.44,3.9,5
2,1,0,2,1800,8,116,1083,109.54,11,5
3,1,0,2,1800,9,116,1072,109.65,8.3,5
4,1,0,2,1800,2,132,1063,110.13,10,5
5,1,0,2,1800,4,123,1018,110.22,5.3,5
6,1,0,2,1800,5,122,1052,110.45,5.6,5
7,1,0,2,1800,11,132,1059,110.67,27,5
8,1,0,2,1800,3,133,1263,110.89,7,5
9,1,0,2,1800,12,125,1101,110.91,85,5
10,1,0,2,1800,7,123,964,111.19,12,5
11,1,0,2,1800,6,123,1212,111.41,78,5
12,1,0,2,1800,10,120,1023,112.19,129,5
1,1,0,2,1200,1,131,1078,69.93,4,4
2,1,0,2,1200,7,128,1071,70.09,3.7,4
3,1,0,2,1200,5,123,1168,70.16,3.5,4
4,1,0,2,1200,10,124,1132,70.21,65,4
5,1,0,2,1200,3,114,1034,70.29,16,4
6,1,0,2,1200,12,116,1178,70.64,32,4
7,1,0,2,1200,2,119,1164,70.73,8.5,4
8,1,0,2,1200,9,110,1244,70.89,14,4
9,1,0,2,1200,4,113,1088,71.11,199,4
10,1,0,2,1200,8,123,1128,71.22,10,4
11,1,0,2,1200,6,123,1223,71.45,63,4
12,1,0,2,1200,11,117,1063,71.74,229,4
1,1,0,2,1200,9,133,1120,70.34,6.3,4
2,1,0,2,1200,4,116,1057,70.38,4.8,4
3,1,0,2,1200,3,121,1061,70.49,28,4
4,1,0,2,1200,7,128,1162,70.65,2.8,4
5,1,0,2,1200,12,125,1026,70.67,168,4
6,1,0,2,1200,8,120,1132,70.73,7.1,4
7,1,0,2,1200,11,127,1183,70.75,13,4
8,1,0,2,1200,1,120,1100,70.79,8.2,4
9,1,0,2,1200,10,114,1202,70.84,11,4
10,1,0,2,1200,5,114,1095,71.03,99,4
11,1,0,2,1200,6,115,1009,71.21,132,4
12,1,0,2,1200,2,125,1050,71.86,115,4
1,1,0,2,1650,10,115,1089,99.22,33,3
2,1,0,2,1650,1,119,1052,99.24,6.2,3
3,1,0,2,1650,7,119,1099,99.39,4.3,3
4,1,0,2,1650,3,130,1043,99.4,3.8,3
5,1,0,2,1650,4,126,1048,99.5,5.7,3
6,1,0,2,1650,6,116,1141,99.6,11,3
7,1,0,2,1650,11,115,1084,99.62,10,3
8,1,0,2,1650,9,124,1221,99.7,18,3
9,1,0,2,1650,5,117,1097,99.76,85,3
10,1,0,2,1650,12,133,1110,100.01,42,3
11,1,0,2,1650,8,129,1193,100.08,16,3
12,1,0,2,1650,2,120,1175,101.15,41,3
1,1,0,2,1650,8,116,1104,100.41,8.5,4
2,1,0,2,1650,4,124,1082,100.42,5.7,4
3,1,0,2,1650,11,133,1037,100.55,3.9,4
4,1,0,2,1650,10,126,1137,100.57,17,4
5,1,0,2,1650,1,122,1068,100.72,15,4
6,1,0,2,1650,7,114,1172,100.75,14,4
7,1,0,2,1650,2,128,1085,100.93,4.9,4
8,1,0,2,1650,5,129,1215,101.23,8.5,4
9,1,0,2,1650,6,118,1142,101.27,9.7,4
10,1,0,2,1650,9,125,1086,101.65,40,4
11,1,0,2,1650,12,126,1211,102.05,34,4
1,1,0,2,1200,12,126,1167,69.72,2,3
2,1,0,2,1200,6,133,1099,69.9,13,3
3,1,0,2,1200,1,122,1110,70.09,6.3,3
4,1,0,2,1200,9,118,1101,70.12,21,3
5,1,0,2,1200,2,121,1208,70.15,10,3
6,1,0,2,1200,3,117,1172,70.22,24,3
7,1,0,2,1200,11,119,1081,70.41,42,3
8,1,0,2,1200,4,115,1062,70.5,91,3
9,1,0,2,1200,5,128,1013,70.59,126,3
10,1,0,2,1200,8,118,1144,70.75,4,3
11,1,0,2,1200,7,128,1104,70.93,110,3
12,1,0,2,1200,10,127,1068,71.47,144,3
1,1,0,2,1200,11,114,1322,69.28,4.1,3
2,1,0,2,1200,7,127,1153,69.54,17,3
3,1,0,2,1200,8,119,1096,69.62,8.6,3
4,1,0,2,1200,2,127,1098,69.64,6.3,3
5,1,0,2,1200,3,120,1077,69.68,23,3
6,1,0,2,1200,1,119,1030,69.76,9.9,3
7,1,0,2,1200,10,123,1143,69.86,73,3
8,1,0,2,1200,4,133,1136,70.05,5.2,3
9,1,0,2,1200,12,127,1167,70.05,33,3
10,1,0,2,1200,6,126,1062,70.23,65,3
11,1,0,2,1200,5,115,1268,70.49,34,3
12,1,0,2,1200,9,126,1095,70.77,4.6,3
1,1,0,2,1800,1,132,1048,109.36,3.5,2
2,1,0,2,1800,11,120,1072,109.72,19,2
3,1,0,2,1800,10,130,1196,109.84,15,2
4,1,0,2,1800,7,127,1094,109.88,8.4,2
5,1,0,2,1800,3,119,1131,109.93,13,2
6,1,0,2,1800,6,117,1159,110.06,7.5,2
7,1,0,2,1800,12,116,1088,110.16,39,2
8,1,0,2,1800,8,125,1108,110.19,8.6,2
9,1,0,2,1800,4,120,1047,110.34,17,2
10,1,0,2,1800,2,128,1178,110.34,12,2
11,1,0,2,1800,5,131,1132,110.39,6,2
12,1,0,2,1800,9,119,1144,110.63,24,2
1,1,0,2,1800,4,116,1040,110.1,2.6,4
2,1,0,2,1800,6,131,1069,110.13,9.3,4
3,1,0,2,1800,7,120,1178,110.24,10,4
4,1,0,2,1800,11,126,1216,110.36,15,4
5,1,0,2,1800,2,119,1212,110.36,43,4
6,1,0,2,1800,8,120,1120,110.43,16,4
6,1,0,2,1800,10,116,1068,110.43,29,4
8,1,0,2,1800,12,121,1063,110.52,15,4
9,1,0,2,1800,9,120,1039,110.57,5.5,4
10,1,0,2,1800,1,133,1180,110.71,41,4
11,1,0,2,1800,5,128,1027,110.76,11,4
12,1,0,2,1800,3,133,1106,110.78,11,4
1,1,0,2,1200,8,118,1015,70.6,13,4
2,1,0,2,1200,12,117,1083,70.64,26,4
3,1,0,2,1200,4,115,1176,70.69,8.1,4
4,1,0,2,1200,1,127,1009,70.73,15,4
5,1,0,2,1200,2,128,1268,70.74,14,4
5,1,0,2,1200,10,112,1197,70.74,29,4
7,1,0,2,1200,6,129,1056,70.99,209,4
8,1,0,2,1200,11,123,1040,70.99,11,4
9,1,0,2,1200,3,133,1240,71.03,4.8,4
10,1,0,2,1200,7,114,1184,71.09,45,4
11,1,0,2,1200,9,125,1206,71.15,2.1,4
12,1,0,2,1200,5,124,1029,72.48,79,4
1,1,0,2,1000,6,117,1084,57.4,17,4
2,1,0,2,1000,7,122,1200,57.52,5.2,4
3,1,0,2,1000,3,129,1077,57.55,2.3,4
4,1,0,2,1000,10,133,1257,57.57,7.1,4
5,1,0,2,1000,8,111,1179,57.83,38,4
6,1,0,2,1000,4,133,1017,57.92,7.5,4
7,1,0,2,1000,2,115,1029,58.01,57,4
8,1,0,2,1000,1,117,1153,58.08,7.1,4
9,1,0,2,1000,9,127,1134,58.29,15,4
1,1,0,2,1650,11,121,1183,101.38,23,4
2,1,0,2,1650,4,132,1037,101.48,11,4
3,1,0,2,1650,9,133,1054,101.51,13,4
4,1,0,2,1650,8,123,1009,101.52,6.4,4
5,1,0,2,1650,5,130,1103,101.56,7.8,4
6,1,0,2,1650,1,122,1153,101.75,10,4
7,1,0,2,1650,7,123,1089,101.86,2.5,4
8,1,0,2,1650,6,118,1095,101.88,37,4
9,1,0,2,1650,12,123,1095,102.09,6.4,4
10,1,0,2,1650,10,125,1135,102.14,36,4
11,1,0,2,1650,3,130,1141,102.68,36,4
12,1,0,2,1650,2,114,1054,103.72,145,4
1,1,0,2,1200,10,129,1073,70.51,6.8,4
2,1,0,2,1200,9,117,1109,70.68,4.3,4
3,1,0,2,1200,2,110,1055,70.75,9.9,4
4,1,0,2,1200,4,117,1119,70.76,45,4
5,1,0,2,1200,8,132,1111,70.89,5.8,4
6,1,0,2,1200,12,133,1074,70.93,3.2,4
7,1,0,2,1200,5,116,1231,70.97,8.9,4
8,1,0,2,1200,3,125,1083,71.22,107,4
9,1,0,2,1200,6,110,1166,71.31,88,4
10,1,0,2,1200,1,112,1191,71.56,64,4
11,1,0,2,1200,7,127,1074,71.68,22,4
12,1,0,2,1200,11,124,1216,71.71,22,4
1,1,0,2,1650,1,129,1091,100.16,5.9,3
2,1,0,2,1650,5,133,1079,100.23,12,3
3,1,0,2,1650,10,130,1116,100.51,7,3
4,1,0,2,1650,4,121,1223,100.73,10,3
5,1,0,2,1650,11,124,1056,100.93,59,3
6,1,0,2,1650,8,114,1066,101.01,11,3
7,1,0,2,1650,3,118,1017,101.03,7.7,3
8,1,0,2,1650,7,115,1084,101.1,76,3
9,1,0,2,1650,12,127,1149,101.16,8.7,3
10,1,0,2,1650,6,126,1202,101.19,9.6,3
11,1,0,2,1650,2,129,1168,101.2,3.8,3
12,1,0,2,1650,9,114,1120,101.58,261,3
1,1,0,2,1000,1,121,1123,57.14,3.9,3
2,1,0,2,1000,11,127,1091,57.3,2.7,3
3,1,0,2,1000,5,119,1204,57.38,7.5,3
4,1,0,2,1000,4,125,1138,57.51,6.6,3
5,1,0,2,1000,7,114,1139,57.58,15,3
6,1,0,2,1000,9,126,1091,57.71,13,3
7,1,0,2,1000,12,121,1110,57.89,57,3
8,1,0,2,1000,3,131,1111,57.9,24,3
9,1,0,2,1000,6,120,1158,58.17,11,3
10,1,0,2,1000,2,125,1023,58.71,151,3
11,1,0,2,1000,8,121,1017,59.33,50,3
1,1,0,2,1200,2,118,1095,69.98,5.9,3
2,1,0,2,1200,1,126,1096,70.04,10,3
3,1,0,2,1200,5,128,1157,70.07,4.7,3
4,1,0,2,1200,4,130,1138,70.16,8.6,3
5,1,0,2,1200,7,119,1030,70.24,4.9,3
6,1,0,2,1200,6,114,1144,70.28,22,3
7,1,0,2,1200,8,118,1256,70.29,293,3
8,1,0,2,1200,12,114,1085,70.33,106,3
9,1,0,2,1200,9,122,1004,70.35,30,3
10,1,0,2,1200,11,117,1160,70.4,29,3
11,1,0,2,1200,3,124,1235,70.41,3.7,3
12,1,0,2,1200,10,123,1163,72.19,49,3
1,1,0,2,1200,6,119,1123,69.88,5.7,2
2,1,0,2,1200,1,128,1168,69.89,10,2
3,1,0,2,1200,10,121,1069,70.07,3.6,2
4,1,0,2,1200,2,123,1155,70.12,4.9,2
5,1,0,2,1200,12,114,1109,70.14,14,2
6,1,0,2,1200,5,133,1175,70.17,24,2
7,1,0,2,1200,4,121,1028,70.27,23,2
8,1,0,2,1200,3,117,1107,70.69,94,2
9,1,0,2,1200,7,120,1198,70.76,6.5,2
10,1,0,2,1200,9,120,1066,71.51,9,2
11,1,0,2,1200,11,117,1103,71.51,57,2
12,1,0,2,1200,8,116,1217,71.87,75,2
1,1,0,2,2200,8,128,1122,137.88,17,5
2,1,0,2,2200,3,117,1050,137.9,134,5
3,1,0,2,2200,9,113,1239,138.13,8.8,5
4,1,0,2,2200,6,116,1018,138.15,32,5
5,1,0,2,2200,2,130,1099,138.4,15,5
6,1,0,2,2200,4,133,1198,138.41,2.6,5
7,1,0,2,2200,11,124,1038,138.48,11,5
8,1,0,2,2200,1,133,1086,138.54,11,5
9,1,0,2,2200,12,116,1088,139.36,7.5,5
10,1,0,2,2200,5,121,961,140.25,10,5
11,1,0,2,2200,7,110,1137,140.44,78,5
12,1,0,2,2200,10,115,1161,142.03,7.4,5
1,1,0,2,1200,3,122,1156,70.21,6.1,4
2,1,0,2,1200,1,119,1194,70.59,9.3,4
3,1,0,2,1200,8,131,1229,70.6,2.6,4
4,1,0,2,1200,2,128,1069,70.64,46,4
5,1,0,2,1200,6,128,1141,70.83,10,4
6,1,0,2,1200,5,132,1076,71,16,4
7,1,0,2,1200,12,118,1242,71.08,22,4
8,1,0,2,1200,10,119,1281,71.1,5.2,4
9,1,0,2,1200,4,126,1154,71.23,17,4
10,1,0,2,1200,7,120,1073,71.34,16,4
11,1,0,2,1200,9,128,1120,71.41,98,4
12,1,0,2,1200,11,128,1113,72.49,47,4
1,1,0,2,1650,3,123,1009,100.47,10,4
2,1,0,2,1650,11,133,1071,100.51,7.6,4
3,1,0,2,1650,6,122,1020,100.56,2.9,4
4,1,0,2,1650,9,123,1099,100.73,9,4
5,1,0,2,1650,2,128,1138,100.76,3.4,4
6,1,0,2,1650,7,120,1280,101.04,23,4
7,1,0,2,1650,5,133,1151,101.31,8.6,4
8,1,0,2,1650,1,129,1088,101.4,42,4
9,1,0,2,1650,10,126,1069,101.49,35,4
10,1,0,2,1650,8,115,1008,101.55,54,4
11,1,0,2,1650,4,130,1119,101.58,55,4
1,1,0,2,1200,7,125,1133,70.17,14,4
2,1,0,2,1200,1,129,1248,70.25,7.3,4
3,1,0,2,1200,2,127,1042,70.28,4.1,4
4,1,0,2,1200,3,127,1196,70.45,10,4
5,1,0,2,1200,11,116,1084,70.77,8.7,4
6,1,0,2,1200,8,130,1150,70.85,4.9,4
7,1,0,2,1200,12,120,1083,70.89,56,4
8,1,0,2,1200,6,121,1117,70.94,3.8,4
9,1,0,2,1200,9,117,1148,71.28,26,4
10,1,0,2,1200,10,127,1066,71.98,81,4
11,1,0,2,1200,4,124,1064,74.43,129,4
1,1,0,2,1650,1,127,1101,100.34,6.4,3
2,1,0,2,1650,8,133,1091,100.37,6.6,3
3,1,0,2,1650,5,133,1136,100.59,10,3
4,1,0,2,1650,3,124,1017,100.73,8,3
5,1,0,2,1650,4,124,1164,100.81,24,3
6,1,0,2,1650,9,131,1176,100.83,16,3
7,1,0,2,1650,12,118,1077,100.91,3.5,3
8,1,0,2,1650,2,128,1233,101.14,125,3
9,1,0,2,1650,7,121,1108,101.28,4.6,3
10,1,0,2,1650,11,121,1194,101.57,27,3
11,1,0,2,1650,6,130,1147,101.81,67,3
12,1,0,2,1650,10,113,1061,102.23,37,3
1,1,0,2,1200,2,133,1059,69.81,5.6,3
2,1,0,2,1200,1,120,1034,69.89,9.3,3
3,1,0,2,1200,10,124,1029,69.91,3.4,3
4,1,0,2,1200,9,115,1343,70.02,6.2,3
5,1,0,2,1200,4,124,1075,70.16,37,3
6,1,0,2,1200,6,126,1054,70.21,11,3
7,1,0,2,1200,7,125,1131,70.25,4.9,3
8,1,0,2,1200,5,131,1035,70.28,35,3
9,1,0,2,1200,12,132,1089,70.45,10,3
10,1,0,2,1200,8,122,1048,70.78,175,3
11,1,0,2,1200,3,119,1066,70.79,93,3
12,1,0,2,1200,11,127,1016,71.28,86,3
1,1,0,2,1200,7,133,1152,69.69,1.6,3
2,1,0,2,1200,10,118,1144,70.13,23,3
3,1,0,2,1200,6,121,1251,70.18,17,3
4,1,0,2,1200,3,118,1173,70.19,17,3
5,1,0,2,1200,9,132,1212,70.19,14,3
6,1,0,2,1200,1,125,1179,70.2,12,3
7,1,0,2,1200,11,121,1160,70.36,36,3
8,1,0,2,1200,12,121,1207,70.52,6.3,3
9,1,0,2,1200,4,117,1135,70.57,42,3
10,1,0,2,1200,5,119,1125,70.63,33,3
11,1,0,2,1200,2,119,1027,71.03,43,3
12,1,0,2,1200,8,119,1221,72.23,96,3
1,1,0,2,1650,7,132,1244,100.32,14,4
2,1,0,2,1650,5,121,1073,100.43,7.7,4
3,1,0,2,1650,10,118,1203,100.59,6.8,4
4,1,0,2,1650,11,130,1131,100.68,24,4
5,1,0,2,1650,3,119,1060,100.7,4.7,4
6,1,0,2,1650,4,132,1044,100.81,3.3,4
7,1,0,2,1650,8,131,1112,100.86,40,4
8,1,0,2,1650,1,122,1089,100.88,3.6,4
9,1,0,2,1650,9,127,954,102.16,176,4
10,1,0,2,1650,2,116,1058,102.41,143,4
11,1,0,2,1650,6,128,1082,103.3,152,4
1,1,0,2,1200,2,124,1177,70.1,10,5
2,1,0,2,1200,4,133,1063,70.43,2.4,5
