
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,5,HO HO KHAN(B318),C Y Ho,D J Hall,118,1026,3,-,8 8 8 8 1 ,1:46.61,3.4,20-21-350,Class 2,ST,1800M,GOOD,"TURF - ""A+3"" Course"
2,3,HELENE LEADINGSTAR(C165),K Teetan,A S Cruz,123,1065,8,3/4,5 2 2 2 2 ,1:46.73,15,20-21-350,Class 2,ST,1800M,GOOD,"TURF - ""A+3"" Course"
3,2,SAVVY SIX(B153),A Sanna,A S Cruz,124,1004,2,2,7 7 6 6 3 ,1:46.93,24,20-21-350,Class 2,ST,1800M,GOOD,"TURF - ""A+3"" Course"
4,1,MONGOLIAN KING(A098),S de Sousa,Y S Tsui,128,1120,4,2-1/4,6 6 7 5 4 ,1:46.98,13,20-21-350,Class 2,ST,1800M,GOOD,"TURF - ""A+3"" Course"
5,9,NICCONI EXPRESS(C024),J Moreira,J Size,119,1049,9,3-1/2,2 3 3 3 5 ,1:47.18,1.7,20-21-350,Class 2,ST,1800M,GOOD,"TURF - ""A+3"" Course"
6,4,PIKACHU(S298),G van Niekerk,D E Ferraris,121,1156,5,4-3/4,4 5 4 4 6 ,1:47.37,39,20-21-350,Class 2,ST,1800M,GOOD,"TURF - ""A+3"" Course"
7,6,GRAND CHANCELLOR(B111),D Whyte,J Moore,119,1179,7,6,3 4 5 7 7 ,1:47.57,12,20-21-350,Class 2,ST,1800M,GOOD,"TURF - ""A+3"" Course"
8,10,CLASSIC BEAUTY(C049),C Schofield,J Moore,118,1105,6,6,9 10 10 10 8 ,1:47.58,36,20-21-350,Class 2,ST,1800M,GOOD,"TURF - ""A+3"" Course"
9,7,IMPERIAL GALLANTRY(T028),M F Poon,P O'Sullivan,116,1161,1,8-1/4,10 9 9 9 9 ,1:47.92,121,20-21-350,Class 2,ST,1800M,GOOD,"TURF - ""A+3"" Course"
10,8,LAND GRANT(V131),M Chadwick,A T Millard,119,1133,10,10,1 1 1 1 10 ,1:48.20,36,20-21-350,Class 2,ST,1800M,GOOD,"TURF - ""A+3"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,2,FULL OF BEAUTY(C003),J Moreira,J Size,127,1163,11,-,1 1 1 ,1:09.54,2.4,20-21-351,Class 4,ST,1200M,GOOD TO FIRM,"TURF - ""A+3"" Course"
2,7,CRAIG'S STAR(C041),S de Sousa,C S Shum,121,1217,2,1-1/2,3 4 2 ,1:09.76,4.3,20-21-351,Class 4,ST,1200M,GOOD TO FIRM,"TURF - ""A+3"" Course"
3,1,CHARIZARD(B463),N Callan,D E Ferraris,128,1017,14,2-3/4,12 10 3 ,1:09.98,16,20-21-351,Class 4,ST,1200M,GOOD TO FIRM,"TURF - ""A+3"" Course"
4,8,EMPIRE OF PATCH(A319),S Clipperton,J Moore,121,1109,1,3-1/4,7 8 4 ,1:10.05,59,20-21-351,Class 4,ST,1200M,GOOD TO FIRM,"TURF - ""A+3"" Course"
5,10,HAPPY ALUMNI(C065),M Chadwick,K W Lui,121,1226,3,4-1/4,10 11 5 ,1:10.23,64,20-21-351,Class 4,ST,1200M,GOOD TO FIRM,"TURF - ""A+3"" Course"
6,4,EPTIWINS(B362),H Bowman,L Ho,124,1118,4,4-1/2,6 5 6 ,1:10.27,5.1,20-21-351,Class 4,ST,1200M,GOOD TO FIRM,"TURF - ""A+3"" Course"
7,12,YEE CHEONG PEGASUS(B064),C Y Ho,D J Hall,119,1072,6,4-1/2,9 9 7 ,1:10.27,40,20-21-351,Class 4,ST,1200M,GOOD TO FIRM,"TURF - ""A+3"" Course"
8,9,EZRA(C056),K Teetan,A T Millard,121,1134,10,4-3/4,14 13 8 ,1:10.32,9.5,20-21-351,Class 4,ST,1200M,GOOD TO FIRM,"TURF - ""A+3"" Course"
9,11,PERFECT PAIR(C027),D Whyte,W Y So,121,1125,13,5-1/4,8 7 9 ,1:10.38,18,20-21-351,Class 4,ST,1200M,GOOD TO FIRM,"TURF - ""A+3"" Course"
10,14,FLYING LOVER(B058),G van Niekerk,Y S Tsui,118,1085,9,6,5 2 10 ,1:10.49,52,20-21-351,Class 4,ST,1200M,GOOD TO FIRM,"TURF - ""A+3"" Course"
11,6,COOLCELEB(C030),M L Yeung,T P Yung,119,1284,12,6-3/4,2 3 11 ,1:10.61,179,20-21-351,Class 4,ST,1200M,GOOD TO FIRM,"TURF - ""A+3"" Course"
12,5,FABULOUS EIGHT(B473),U Rispoli,P F Yiu,124,1137,5,6-3/4,4 6 12 ,1:10.63,16,20-21-351,Class 4,ST,1200M,GOOD TO FIRM,"TURF - ""A+3"" Course"
13,3,GALLANT SPIRIT(B379),C Schofield,C W Chang,126,1110,7,7,11 12 13 ,1:10.66,284,20-21-351,Class 4,ST,1200M,GOOD TO FIRM,"TURF - ""A+3"" Course"
14,13,GREAT VICTORY(B419),M F Poon,C H Yip,116,1019,8,7-1/2,13 14 14 ,1:10.74,162,20-21-351,Class 4,ST,1200M,GOOD TO FIRM,"TURF - ""A+3"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,3,BEAT THE CLOCK(V397),J Moreira,J Size,126,1124,4,-,4 3 1 ,1:08.42,3.1,20-21-352,Group One,ST,1200M ,GOOD TO FIRM,"TURF - ""A+3"" Course"
2,1,MR STUNNING(V153),K Teetan,F C Lor,126,1114,5,N,3 4 2 ,1:08.48,2.1,20-21-352,Group One,ST,1200M ,GOOD TO FIRM,"TURF - ""A+3"" Course"
3,6,WINNER'S WAY(A025),S de Sousa,A S Cruz,126,1135,8,2,8 8 3 ,1:08.74,41,20-21-352,Group One,ST,1200M ,GOOD TO FIRM,"TURF - ""A+3"" Course"
4,4,FIFTY FIFTY(A287),H Bowman,L Ho,126,1173,2,2,7 7 4 ,1:08.76,14,20-21-352,Group One,ST,1200M ,GOOD TO FIRM,"TURF - ""A+3"" Course"
5,5,LITTLE GIANT(V342),Z Purton,D J Hall,126,1070,3,3,1 1 5 ,1:08.90,8.2,20-21-352,Group One,ST,1200M ,GOOD TO FIRM,"TURF - ""A+3"" Course"
6,8,STYLING CITY(B280),D Whyte,J Moore,119,1170,6,3-3/4,5 5 6 ,1:09.04,22,20-21-352,Group One,ST,1200M ,GOOD TO FIRM,"TURF - ""A+3"" Course"
7,2,D B PIN(V344),S Clipperton,J Size,126,1156,7,3-3/4,2 2 7 ,1:09.04,7.6,20-21-352,Group One,ST,1200M ,GOOD TO FIRM,"TURF - ""A+3"" Course"
8,7,BORN IN CHINA(T103),C Y Ho,K W Lui,126,1083,1,7-1/2,6 6 8 ,1:09.62,52,20-21-352,Group One,ST,1200M ,GOOD TO FIRM,"TURF - ""A+3"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,4,SACRED IBIS(A127),D Whyte,P O'Sullivan,127,1175,5,-,12 12 11 1 ,1:34.63,5.9,20-21-353,Class 3,ST,1600M,GOOD TO FIRM,"TURF - ""A+3"" Course"
2,6,FAMOUS WARRIOR(B219),A Sanna,A S Cruz,126,1167,1,1-1/4,7 9 8 2 ,1:34.83,6.3,20-21-353,Class 3,ST,1600M,GOOD TO FIRM,"TURF - ""A+3"" Course"
3,5,SUPER GIANT(B237),Z Purton,C Fownes,127,1073,4,1-1/2,9 8 7 3 ,1:34.86,5.9,20-21-353,Class 3,ST,1600M,GOOD TO FIRM,"TURF - ""A+3"" Course"
4,14,UNICRON JEWELLERY(V333),J Moreira,J Size,118,1119,7,1-3/4,6 6 4 4 ,1:34.89,8.3,20-21-353,Class 3,ST,1600M,GOOD TO FIRM,"TURF - ""A+3"" Course"
5,8,LAST KINGDOM(B203),S de Sousa,P O'Sullivan,124,1038,3,2-1/4,2 3 3 5 ,1:34.99,5.5,20-21-353,Class 3,ST,1600M,GOOD TO FIRM,"TURF - ""A+3"" Course"
6,12,KIRAM(T093),M Chadwick,D E Ferraris,118,1146,8,3-1/4,11 11 10 6 ,1:35.15,61,20-21-353,Class 3,ST,1600M,GOOD TO FIRM,"TURF - ""A+3"" Course"
7,10,PENANG HALL(T062),N Callan,D J Hall,123,1236,2,3-1/4,5 5 6 7 ,1:35.17,26,20-21-353,Class 3,ST,1600M,GOOD TO FIRM,"TURF - ""A+3"" Course"
8,9,HIGH VOLATILITY(V081),K C Leung,K W Lui,123,1164,6,4-1/4,1 1 1 8 ,1:35.31,7,20-21-353,Class 3,ST,1600M,GOOD TO FIRM,"TURF - ""A+3"" Course"
9,2,TASHIDELEK(C084),H Bowman,K H Ting,130,1137,10,5-1/2,3 4 5 9 ,1:35.53,29,20-21-353,Class 3,ST,1600M,GOOD TO FIRM,"TURF - ""A+3"" Course"
10,7,KING PRINT(C123),U Rispoli,C H Yip,125,1116,11,5-3/4,13 13 13 10 ,1:35.55,132,20-21-353,Class 3,ST,1600M,GOOD TO FIRM,"TURF - ""A+3"" Course"
11,13,TURF SPRINT(T396),H N Wong,W Y So,115,1131,9,6-1/2,10 10 12 11 ,1:35.66,191,20-21-353,Class 3,ST,1600M,GOOD TO FIRM,"TURF - ""A+3"" Course"
12,3,MAGNETISM(V114),C Murray,D E Ferraris,127,1130,12,6-1/2,8 7 9 12 ,1:35.67,88,20-21-353,Class 3,ST,1600M,GOOD TO FIRM,"TURF - ""A+3"" Course"
13,11,GREAT TREASURE(T380),M L Yeung,Y S Tsui,120,1021,14,7-1/2,14 14 14 13 ,1:35.83,17,20-21-353,Class 3,ST,1600M,GOOD TO FIRM,"TURF - ""A+3"" Course"
14,1,COMFORT LIFE(B169),G van Niekerk,F C Lor,131,1156,13,8,4 2 2 14 ,1:35.90,9.7,20-21-353,Class 3,ST,1600M,GOOD TO FIRM,"TURF - ""A+3"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,1,BEAUTY GENERATION(V380),Z Purton,J Moore,126,1137,5,-,1 1 1 1 ,1:33.51,1.1,20-21-354,Group One,ST,1600M ,GOOD TO FIRM,"TURF - ""A+3"" Course"
2,6,CONTE(A429),J Moreira,J Size,126,1308,2,3,3 3 2 2 ,1:33.98,6.5,20-21-354,Group One,ST,1600M ,GOOD TO FIRM,"TURF - ""A+3"" Course"
3,4,SOUTHERN LEGEND(A252),D Whyte,C Fownes,126,1167,4,3,2 2 3 3 ,1:33.99,32,20-21-354,Group One,ST,1600M ,GOOD TO FIRM,"TURF - ""A+3"" Course"
4,2,PAKISTAN STAR(V325),S de Sousa,A S Cruz,126,1188,6,4-1/4,4 4 4 4 ,1:34.20,10,20-21-354,Group One,ST,1600M ,GOOD TO FIRM,"TURF - ""A+3"" Course"
5,5,NORTHERN SUPERSTAR(C073),K Teetan,A T Millard,126,1140,1,4-3/4,5 5 5 5 ,1:34.25,54,20-21-354,Group One,ST,1600M ,GOOD TO FIRM,"TURF - ""A+3"" Course"
6,3,BEAUTY ONLY(S411),H Bowman,A S Cruz,126,1155,3,5-3/4,6 6 6 6 ,1:34.42,17,20-21-354,Group One,ST,1600M ,GOOD TO FIRM,"TURF - ""A+3"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,3,CALIFORNIA ARCHER(A417),J Moreira,A S Cruz,129,1111,10,-,1 1 1 ,0:56.62,2.6,20-21-355,Class 3,ST,1000M,GOOD TO FIRM,"TURF - ""A+3"" Course"
2,4,SPEEDY KING(A391),K C Leung,P F Yiu,129,1150,13,2-1/4,3 5 2 ,0:56.98,8.3,20-21-355,Class 3,ST,1000M,GOOD TO FIRM,"TURF - ""A+3"" Course"
3,6,HAPPY VICTORY(B195),Z Purton,T P Yung,128,1158,5,2-1/2,2 2 3 ,0:57.02,6.7,20-21-355,Class 3,ST,1000M,GOOD TO FIRM,"TURF - ""A+3"" Course"
4,12,WINNING WAYS(B332),M Chadwick,C H Yip,116,1145,1,3,9 7 4 ,0:57.11,97,20-21-355,Class 3,ST,1000M,GOOD TO FIRM,"TURF - ""A+3"" Course"
5,1,I AM POWER(B240),H Bowman,L Ho,133,1150,7,3-1/4,7 6 5 ,0:57.14,8,20-21-355,Class 3,ST,1000M,GOOD TO FIRM,"TURF - ""A+3"" Course"
6,14,DIAMOND MASTER(S397),M L Yeung,K H Ting,112,1137,4,3-3/4,5 3 6 ,0:57.21,6,20-21-355,Class 3,ST,1000M,GOOD TO FIRM,"TURF - ""A+3"" Course"
7,2,FAIRY TWINS(V222),M F Poon,W Y So,127,1186,6,3-3/4,4 8 7 ,0:57.24,48,20-21-355,Class 3,ST,1000M,GOOD TO FIRM,"TURF - ""A+3"" Course"
8,13,DIAMOND DRAGON(V002),K Teetan,K W Lui,114,1130,11,4,12 13 8 ,0:57.26,25,20-21-355,Class 3,ST,1000M,GOOD TO FIRM,"TURF - ""A+3"" Course"
9,11,MASTER ALBERT(A296),C Schofield,W Y So,118,1135,2,4-1/4,13 10 9 ,0:57.31,34,20-21-355,Class 3,ST,1000M,GOOD TO FIRM,"TURF - ""A+3"" Course"
10,10,CHEEKY BEE(B471),G van Niekerk,D E Ferraris,119,1001,3,4-1/2,11 12 10 ,0:57.36,124,20-21-355,Class 3,ST,1000M,GOOD TO FIRM,"TURF - ""A+3"" Course"
11,5,EXPLOSIVE WITNESS(B001),C Y Ho,C Fownes,126,1142,8,4-3/4,6 4 11 ,0:57.39,18,20-21-355,Class 3,ST,1000M,GOOD TO FIRM,"TURF - ""A+3"" Course"
12,7,CEREFINO(A398),A Sanna,W Y So,126,1082,12,5,8 9 12 ,0:57.44,112,20-21-355,Class 3,ST,1000M,GOOD TO FIRM,"TURF - ""A+3"" Course"
13,8,HAIR TRIGGER(A215),D Whyte,J Moore,125,1134,14,6-1/2,10 11 13 ,0:57.67,10,20-21-355,Class 3,ST,1000M,GOOD TO FIRM,"TURF - ""A+3"" Course"
14,9,THE ONE(B073),H N Wong,Y S Tsui,122,1198,9,8-1/4,14 14 14 ,0:57.95,212,20-21-355,Class 3,ST,1000M,GOOD TO FIRM,"TURF - ""A+3"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,11,KASI FARASI(B385),Z Purton,K H Ting,122,1073,1,-,6 5 4 1 ,1:22.06,4.7,20-21-356,Class 3,ST,1400M,GOOD TO FIRM,"TURF - ""A+3"" Course"
2,5,NOBLE STEED(A326),S de Sousa,K W Lui,127,1155,4,1-1/4,11 8 6 2 ,1:22.24,2.5,20-21-356,Class 3,ST,1400M,GOOD TO FIRM,"TURF - ""A+3"" Course"
3,3,BEAUTY SPIRIT(B409),C Y Ho,A S Cruz,129,1265,9,1-1/2,4 4 5 3 ,1:22.28,25,20-21-356,Class 3,ST,1400M,GOOD TO FIRM,"TURF - ""A+3"" Course"
4,9,SUN TOUCH(V266),M L Yeung,C S Shum,122,1236,10,1-1/2,1 1 1 4 ,1:22.30,31,20-21-356,Class 3,ST,1400M,GOOD TO FIRM,"TURF - ""A+3"" Course"
5,4,WINNING ENDEAVOUR(C048),N Callan,K L Man,128,1073,6,2-1/2,12 12 12 5 ,1:22.45,16,20-21-356,Class 3,ST,1400M,GOOD TO FIRM,"TURF - ""A+3"" Course"
6,1,KINGSFIELD(T403),H Bowman,R Gibson,132,1143,7,2-3/4,2 3 2 6 ,1:22.52,11,20-21-356,Class 3,ST,1400M,GOOD TO FIRM,"TURF - ""A+3"" Course"
7,13,AMAZING(A202),G van Niekerk,D E Ferraris,120,1141,5,3,5 6 7 7 ,1:22.55,14,20-21-356,Class 3,ST,1400M,GOOD TO FIRM,"TURF - ""A+3"" Course"
8,2,MARZOUQ(B094),J Moreira,J Size,132,983,2,3-1/4,10 11 10 8 ,1:22.56,16,20-21-356,Class 3,ST,1400M,GOOD TO FIRM,"TURF - ""A+3"" Course"
9,14,WITNESS HUNTER(B421),K Teetan,F C Lor,116,1212,12,4,7 7 8 9 ,1:22.69,10,20-21-356,Class 3,ST,1400M,GOOD TO FIRM,"TURF - ""A+3"" Course"
10,12,IRISH VEGA(B302),H N Wong,C H Yip,118,1062,11,4,9 10 11 10 ,1:22.71,154,20-21-356,Class 3,ST,1400M,GOOD TO FIRM,"TURF - ""A+3"" Course"
11,7,BIZ POWER(B052),D Whyte,W Y So,124,1055,3,6-3/4,13 13 13 11 ,1:23.15,13,20-21-356,Class 3,ST,1400M,GOOD TO FIRM,"TURF - ""A+3"" Course"
12,8,MAGNIFICENT(C121),M F Poon,L Ho,121,1094,8,7-1/4,8 9 9 12 ,1:23.20,120,20-21-356,Class 3,ST,1400M,GOOD TO FIRM,"TURF - ""A+3"" Course"
13,10,SUPER HERO(B270),A Sanna,Y S Tsui,123,1186,13,14,14 14 14 13 ,1:24.30,315,20-21-356,Class 3,ST,1400M,GOOD TO FIRM,"TURF - ""A+3"" Course"
14,6,NOT USUAL TALENT(C095),U Rispoli,T P Yung,125,1084,14,18-1/4,3 2 3 14 ,1:24.96,15,20-21-356,Class 3,ST,1400M,GOOD TO FIRM,"TURF - ""A+3"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,11,WAIKUKU(C150),J Moreira,J Size,120,1095,8,-,7 7 7 1 ,1:21.24,2.1,20-21-357,Class 2,ST,1400M,GOOD TO FIRM,"TURF - ""A+3"" Course"
2,5,TAKING AIM(B244),Z Purton,J Moore,124,1216,3,2-1/2,6 5 5 2 ,1:21.64,3.2,20-21-357,Class 2,ST,1400M,GOOD TO FIRM,"TURF - ""A+3"" Course"
3,6,HINCHINLOVE(C001),K C Leung,W Y So,123,1155,5,2-3/4,8 6 6 3 ,1:21.66,40,20-21-357,Class 2,ST,1400M,GOOD TO FIRM,"TURF - ""A+3"" Course"
4,2,DRAGON GENERAL(T400),C Schofield,Y S Tsui,130,1122,11,3,12 12 10 4 ,1:21.72,36,20-21-357,Class 2,ST,1400M,GOOD TO FIRM,"TURF - ""A+3"" Course"
5,1,WORLD RECORD(V040),K Teetan,A T Millard,133,1120,1,3,10 11 11 5 ,1:21.74,13,20-21-357,Class 2,ST,1400M,GOOD TO FIRM,"TURF - ""A+3"" Course"
6,3,RIVET(B088),D Whyte,C Fownes,130,1106,14,4-1/4,14 14 14 6 ,1:21.93,34,20-21-357,Class 2,ST,1400M,GOOD TO FIRM,"TURF - ""A+3"" Course"
7,4,REGENCY BO BO(A050),C Wong,C S Shum,120,1160,7,4-1/4,2 4 4 7 ,1:21.94,16,20-21-357,Class 2,ST,1400M,GOOD TO FIRM,"TURF - ""A+3"" Course"
8,7,KING OF HEARTS(C145),S de Sousa,A S Cruz,123,1067,4,5-1/4,5 8 9 8 ,1:22.09,30,20-21-357,Class 2,ST,1400M,GOOD TO FIRM,"TURF - ""A+3"" Course"
9,8,INFINITY ENDEAVOUR(A030),M Chadwick,J Size,122,1110,6,5-1/2,13 13 13 9 ,1:22.10,38,20-21-357,Class 2,ST,1400M,GOOD TO FIRM,"TURF - ""A+3"" Course"
10,9,MISSION TYCOON(B224),C Y Ho,F C Lor,120,1254,9,6,3 1 1 10 ,1:22.20,9.9,20-21-357,Class 2,ST,1400M,GOOD TO FIRM,"TURF - ""A+3"" Course"
11,14,WON WON TOO(C164),G van Niekerk,C H Yip,118,1062,10,7,11 9 8 11 ,1:22.34,57,20-21-357,Class 2,ST,1400M,GOOD TO FIRM,"TURF - ""A+3"" Course"
12,13,MR GENUINE(S253),M F Poon,D J Hall,115,1069,12,7-1/2,9 10 12 12 ,1:22.45,148,20-21-357,Class 2,ST,1400M,GOOD TO FIRM,"TURF - ""A+3"" Course"
13,10,MY DARLING(V142),M L Yeung,T P Yung,118,1156,2,9-1/2,4 3 2 13 ,1:22.77,71,20-21-357,Class 2,ST,1400M,GOOD TO FIRM,"TURF - ""A+3"" Course"
14,12,CHEERFULJET(A188),H N Wong,C Fownes,117,1112,13,20-3/4,1 2 3 14 ,1:24.55,225,20-21-357,Class 2,ST,1400M,GOOD TO FIRM,"TURF - ""A+3"" Course"
WV,,GLORIOUS SPECTRUM(C054),U Rispoli,F C Lor,119,---,---,---,---,---,---,20-21-357,Class 2,ST,1400M,GOOD TO FIRM,"TURF - ""A+3"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,7,WINNER SUPREME(C226),A Sanna,Y S Tsui,125,1185,9,-,1 1 1 ,0:57.10,9.5,20-21-367,Class 4,ST,1000M,GOOD,"TURF - ""B+2"" Course"
2,6,MERIDIAN GENIUS(C067),K Teetan,A T Millard,125,1103,14,HD,4 3 2 ,0:57.13,2.5,20-21-367,Class 4,ST,1000M,GOOD,"TURF - ""B+2"" Course"
3,14,BULLISH BROTHER(C034),C Y Ho,A S Cruz,116,1115,8,3,3 5 3 ,0:57.57,41,20-21-367,Class 4,ST,1000M,GOOD,"TURF - ""B+2"" Course"
4,12,WAYFOONG CHARMER(B437),K C Leung,P O'Sullivan,121,1109,3,3-1/2,8 8 4 ,0:57.67,37,20-21-367,Class 4,ST,1000M,GOOD,"TURF - ""B+2"" Course"
5,2,SOCCER MASTER(B452),H T Mo,D E Ferraris,122,1121,6,3-3/4,10 11 5 ,0:57.70,137,20-21-367,Class 4,ST,1000M,GOOD,"TURF - ""B+2"" Course"
6,8,NICE FANDANGO(A209),Z Purton,C Fownes,124,1105,7,4,2 2 6 ,0:57.73,8.2,20-21-367,Class 4,ST,1000M,GOOD,"TURF - ""B+2"" Course"
7,3,AUTHENTIC CHAMP(C039),M Chadwick,K H Ting,125,1182,5,4-1/4,13 10 7 ,0:57.78,4.8,20-21-367,Class 4,ST,1000M,GOOD,"TURF - ""B+2"" Course"
8,10,KING'S HEROISM(C014),W M Lai,L Ho,123,1174,10,4-3/4,11 12 8 ,0:57.84,62,20-21-367,Class 4,ST,1000M,GOOD,"TURF - ""B+2"" Course"
9,1,LUCKY GUY(T349),H Bowman,C H Yip,128,1211,1,5-1/4,9 7 9 ,0:57.93,7.2,20-21-367,Class 4,ST,1000M,GOOD,"TURF - ""B+2"" Course"
10,9,THIS IS CLASS(B420),M L Yeung,K W Lui,122,1182,2,5-1/4,5 4 10 ,0:57.93,12,20-21-367,Class 4,ST,1000M,GOOD,"TURF - ""B+2"" Course"
11,11,SUNNY DRAGON(V412),H N Wong,R Gibson,120,1183,4,5-3/4,6 6 11 ,0:58.03,14,20-21-367,Class 4,ST,1000M,GOOD,"TURF - ""B+2"" Course"
12,13,TEST THE STARS(B193),C Schofield,D J Hall,119,1026,13,6-3/4,7 9 12 ,0:58.18,95,20-21-367,Class 4,ST,1000M,GOOD,"TURF - ""B+2"" Course"
13,5,LITTLE GENERAL(C096),P-C Boudot,C S Shum,125,1056,11,10-1/4,12 13 13 ,0:58.74,106,20-21-367,Class 4,ST,1000M,GOOD,"TURF - ""B+2"" Course"
WV-A,4,KING'S TROOPER(C130),N Callan,P F Yiu,125,---,---,---,---,---,---,20-21-367,Class 4,ST,1000M,GOOD,"TURF - ""B+2"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,1,REGENCY LEGEND(B348),Z Purton,C S Shum,133,1083,1,-,5 5 1 ,1:09.14,1.2,20-21-368,Class 2,ST,1200M,GOOD,"TURF - ""B+2"" Course"
2,6,RAGING BLITZKRIEG(B147),J Moreira,J Size,124,1089,2,N,4 4 2 ,1:09.20,6.3,20-21-368,Class 2,ST,1200M,GOOD,"TURF - ""B+2"" Course"
3,2,CALIFORNIA FORTUNE(A415),A Sanna,A S Cruz,131,1276,6,1-1/2,1 1 3 ,1:09.35,31,20-21-368,Class 2,ST,1200M,GOOD,"TURF - ""B+2"" Course"
4,8,MAGIC LEGEND(A170),H T Mo,J Moore,112,1033,5,1-3/4,6 6 4 ,1:09.40,21,20-21-368,Class 2,ST,1200M,GOOD,"TURF - ""B+2"" Course"
5,5,STAR SHINE(B163),D Whyte,K W Lui,127,1194,7,1-3/4,7 7 5 ,1:09.42,18,20-21-368,Class 2,ST,1200M,GOOD,"TURF - ""B+2"" Course"
6,3,UGLY WARRIOR(B083),C Y Ho,Y S Tsui,128,1019,3,2,2 2 6 ,1:09.48,10,20-21-368,Class 2,ST,1200M,GOOD,"TURF - ""B+2"" Course"
7,7,PRECIOUSSHIP(C050),M Chadwick,P F Yiu,118,1018,8,2-1/2,8 8 7 ,1:09.55,96,20-21-368,Class 2,ST,1200M,GOOD,"TURF - ""B+2"" Course"
8,4,NEW ASIA SUNRISE(T268),U Rispoli,Y S Tsui,127,1010,4,4-1/4,3 3 8 ,1:09.81,32,20-21-368,Class 2,ST,1200M,GOOD,"TURF - ""B+2"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,2,DIAMOND LEGEND(V341),K Teetan,A S Cruz,132,1141,9,-,6 9 9 1 ,1:23.07,8.4,20-21-369,Class 5,ST,1400M,GOOD,"TURF - ""B+2"" Course"
2,1,DARING HEART(V260),M Chadwick,D E Ferraris,132,1053,3,1/2,7 3 3 2 ,1:23.17,23,20-21-369,Class 5,ST,1400M,GOOD,"TURF - ""B+2"" Course"
3,5,DISTRICT EXPRESS(B136),C Y Ho,P F Yiu,128,1170,2,1-1/2,5 5 4 3 ,1:23.31,7.3,20-21-369,Class 5,ST,1400M,GOOD,"TURF - ""B+2"" Course"
4,6,MONEY WINNER(A055),S de Sousa,Y S Tsui,130,1016,12,2-1/2,13 14 14 4 ,1:23.45,7.7,20-21-369,Class 5,ST,1400M,GOOD,"TURF - ""B+2"" Course"
5,9,FLYING NOBLE(A267),K C Leung,C H Yip,129,1184,7,2-3/4,4 6 6 5 ,1:23.52,3.6,20-21-369,Class 5,ST,1400M,GOOD,"TURF - ""B+2"" Course"
6,12,CASH COURIER(S417),T H So,D J Hall,117,1227,4,3-1/2,10 8 7 6 ,1:23.61,56,20-21-369,Class 5,ST,1400M,GOOD,"TURF - ""B+2"" Course"
7,13,RUMINARE(V086),A Badel,R Gibson,118,1144,1,4,2 1 1 7 ,1:23.69,17,20-21-369,Class 5,ST,1400M,GOOD,"TURF - ""B+2"" Course"
8,10,NEVER BETTER(T140),J Moreira,P O'Sullivan,128,1182,14,4-1/4,9 11 10 8 ,1:23.74,6.3,20-21-369,Class 5,ST,1400M,GOOD,"TURF - ""B+2"" Course"
9,14,SURE SUPREME(B233),M L Yeung,W Y So,115,1111,6,5-1/4,3 2 2 9 ,1:23.92,127,20-21-369,Class 5,ST,1400M,GOOD,"TURF - ""B+2"" Course"
10,11,FORTUNE WAY(B120),C Schofield,T P Yung,122,1117,13,5-1/2,14 10 11 10 ,1:23.94,16,20-21-369,Class 5,ST,1400M,GOOD,"TURF - ""B+2"" Course"
